3.216131287e+02;-9.603866056e-05
3.217207947e+02;-2.982253209e-04
3.218284607e+02;1.177737257e-03
3.219361267e+02;-1.208065194e-03
3.220438232e+02;1.339486567e-03
3.221515198e+02;1.339486567e-03
3.222592163e+02;1.117081265e-03
3.223669434e+02;9.148945683e-04
3.224746399e+02;-4.599746317e-04
3.225823669e+02;7.935825852e-04
3.226900940e+02;-6.419426063e-04
3.227978210e+02;8.744572406e-04
3.229055786e+02;1.238393248e-03
3.230133362e+02;-2.375693148e-04
3.231210938e+02;1.602329197e-03
3.232288513e+02;-4.397559678e-04
3.233366089e+02;-7.025985979e-04
3.234443970e+02;1.561891870e-03
3.235521851e+02;5.105212913e-04
3.236599731e+02;1.177737257e-03
3.237677612e+02;4.549199730e-05
3.238755798e+02;7.531452575e-04
3.239833984e+02;1.061479925e-04
3.240912170e+02;-5.560132922e-05
3.241990356e+02;1.319267903e-03
3.243068542e+02;3.083346528e-04
3.244147034e+02;8.946759044e-04
3.245225525e+02;9.957692819e-04
3.246304016e+02;8.340199129e-04
3.247382812e+02;1.258611912e-03
3.248461304e+02;2.370638540e-03
3.249540100e+02;-8.845665725e-04
3.250618896e+02;1.400142559e-03
3.251697998e+02;2.476786321e-04
3.252776794e+02;1.465853275e-04
3.253855896e+02;5.105212913e-04
3.254934998e+02;9.351132321e-04
3.256014099e+02;-1.516399880e-05
3.257093201e+02;6.924892659e-04
3.258172607e+02;-1.162573244e-04
3.259252014e+02;4.296466359e-04
3.260331421e+02;1.460798550e-03
3.261410828e+02;9.755505598e-04
3.262490540e+02;6.116146105e-04
3.263570251e+02;9.553318960e-04
3.264649963e+02;1.668039913e-04
3.265729675e+02;4.903026274e-04
3.266809387e+02;-1.769133232e-04
3.267889404e+02;7.935825852e-04
3.268969421e+02;9.957692819e-04
3.270049438e+02;1.885390491e-03
3.271129761e+02;1.076643937e-03
3.272209778e+02;5.913959467e-04
3.273290100e+02;7.935825852e-04
3.274370422e+02;1.036206610e-03
3.275450745e+02;1.481017214e-03
3.276531372e+02;1.197955920e-03
3.277611694e+02;3.892093082e-04
3.278692322e+02;1.602329197e-03
3.279772949e+02;-6.217239425e-04
3.280853882e+02;3.083346528e-04
3.281934509e+02;3.078291658e-03
3.283015442e+02;1.642766525e-03
3.284096375e+02;1.481017214e-03
3.285177612e+02;2.026921138e-03
3.286258545e+02;1.076643937e-03
3.287339783e+02;5.711772828e-04
3.288421021e+02;1.218174584e-03
3.289502258e+02;1.986483810e-03
3.290583496e+02;-2.173506509e-04
3.291665039e+02;2.087577246e-03
3.292746582e+02;1.117081265e-03
3.293828125e+02;1.966265263e-03
3.294909668e+02;8.138012490e-04
3.295991516e+02;3.083346528e-04
3.297073059e+02;5.054666417e-06
3.298154907e+02;-1.769133232e-04
3.299237061e+02;5.307399551e-04
3.300318909e+02;1.278830576e-03
3.301401062e+02;2.269545104e-03
3.302482910e+02;1.622547861e-03
3.303565369e+02;1.865171827e-03
3.304647522e+02;5.913959467e-04
3.305729675e+02;1.440579887e-03
3.306812134e+02;4.498652997e-04
3.307894592e+02;6.318332744e-04
3.308977051e+02;1.541673206e-03
3.310059814e+02;2.775011817e-03
3.311142273e+02;1.946046483e-03
3.312225037e+02;1.870226552e-04
3.313307800e+02;4.296466359e-04
3.314390869e+02;1.602329197e-03
3.315473633e+02;4.296466359e-04
3.316556702e+02;1.582110533e-03
3.317639771e+02;2.249326557e-03
3.318722839e+02;1.642766525e-03
3.319805908e+02;1.177737257e-03
3.320889282e+02;8.744572406e-04
3.321972656e+02;1.177737257e-03
3.323056030e+02;1.865171827e-03
3.324139404e+02;1.061479925e-04
3.325223083e+02;9.755505598e-04
3.326306458e+02;2.694137162e-03
3.327390137e+02;2.309982432e-03
3.328474121e+02;2.148233121e-03
3.329557800e+02;1.379923895e-03
3.330641785e+02;1.642766525e-03
3.331725464e+02;9.148945683e-04
3.332809753e+02;1.804515836e-03
3.333893738e+02;1.521454542e-03
3.334977722e+02;1.157518593e-03
3.336062012e+02;5.913959467e-04
3.337146301e+02;2.128014574e-03
3.338230591e+02;1.197955920e-03
3.339315186e+02;1.056425273e-03
3.340399475e+02;1.379923895e-03
3.341484070e+02;1.359705231e-03
3.342568665e+02;5.913959467e-04
3.343653259e+02;1.400142559e-03
3.344738159e+02;1.197955920e-03
3.345823059e+02;2.754793037e-03
3.346907654e+02;9.957692819e-04
3.347992859e+02;1.703422517e-03
3.349077759e+02;2.476786321e-04
3.350162964e+02;1.299049240e-03
3.351247864e+02;1.541673206e-03
3.352333069e+02;6.722706021e-04
3.353418579e+02;2.047139918e-03
3.354503784e+02;1.703422517e-03
3.355589294e+02;1.683203853e-03
3.356674805e+02;1.400142559e-03
3.357760315e+02;2.289763885e-03
3.358845825e+02;3.280478297e-03
3.359931641e+02;-2.577879641e-04
3.361017456e+02;4.700839636e-04
3.362103271e+02;9.957692819e-04
3.363189087e+02;1.622547861e-03
3.364274902e+02;1.925827819e-03
3.365361023e+02;1.400142559e-03
3.366447144e+02;4.549199730e-05
3.367533264e+02;1.197955920e-03
3.368619385e+02;2.087577246e-03
3.369705811e+02;3.058073111e-03
3.370791931e+02;7.127079298e-04
3.371878357e+02;2.815449145e-03
3.372965088e+02;5.105212913e-04
3.374051514e+02;1.946046483e-03
3.375138245e+02;2.476786321e-04
3.376224670e+02;1.870226552e-04
3.377311401e+02;7.935825852e-04
3.378398438e+02;1.642766525e-03
3.379485168e+02;8.340199129e-04
3.380572205e+02;2.411075868e-03
3.381659241e+02;1.096862601e-03
3.382746277e+02;1.703422517e-03
3.383833313e+02;9.553318960e-04
3.384920654e+02;2.673918381e-03
3.386007996e+02;2.309982432e-03
3.387095337e+02;1.400142559e-03
3.388182678e+02;7.531452575e-04
3.389270020e+02;1.218174584e-03
3.390357666e+02;1.420361223e-03
3.391445312e+02;1.865171827e-03
3.392532959e+02;2.411075868e-03
3.393620605e+02;1.339486567e-03
3.394708557e+02;9.148945683e-04
3.395796509e+02;3.826382337e-03
3.396884460e+02;1.743859844e-03
3.397972412e+02;1.359705231e-03
3.399060364e+02;1.905609155e-03
3.400148621e+02;2.694137162e-03
3.401236877e+02;1.642766525e-03
3.402325134e+02;1.683203853e-03
3.403413391e+02;1.400142559e-03
3.404501953e+02;2.694137162e-03
3.405590210e+02;4.903026274e-04
3.406678772e+02;2.471731743e-03
3.407767334e+02;2.006702591e-03
3.408856201e+02;2.694137162e-03
3.409944763e+02;2.087577246e-03
3.411033630e+02;1.359705231e-03
3.412122498e+02;1.764078508e-03
3.413211365e+02;2.795230364e-03
3.414300537e+02;2.370638540e-03
3.415389404e+02;1.986483810e-03
3.416478577e+02;3.826382337e-03
3.417567749e+02;3.543321043e-03
3.418656921e+02;2.491950523e-03
3.419746399e+02;1.966265263e-03
3.420835876e+02;2.572825179e-03
3.421925354e+02;2.390857087e-03
3.423014832e+02;1.723641180e-03
3.424104309e+02;2.047139918e-03
3.425194092e+02;2.734574489e-03
3.426283569e+02;2.997417003e-03
3.427373352e+02;2.896323800e-03
3.428463440e+02;1.481017214e-03
3.429553223e+02;2.613262506e-03
3.430643311e+02;1.824734500e-03
3.431733398e+02;8.744572406e-04
3.432823486e+02;3.098510439e-03
3.433913574e+02;1.218174584e-03
3.435003662e+02;3.341134405e-03
3.436094055e+02;1.400142559e-03
3.437184448e+02;3.159166314e-03
3.438274841e+02;2.451513195e-03
3.439365540e+02;2.411075868e-03
3.440455933e+02;2.188670449e-03
3.441546631e+02;2.694137162e-03
3.442637329e+02;1.622547861e-03
3.443728027e+02;3.280478297e-03
3.444819031e+02;2.289763885e-03
3.445909729e+02;1.925827819e-03
3.447000732e+02;2.876105020e-03
3.448091736e+02;2.269545104e-03
3.449182739e+02;2.188670449e-03
3.450274048e+02;2.208889229e-03
3.451365356e+02;4.008350428e-03
3.452456665e+02;1.561891870e-03
3.453547974e+02;1.966265263e-03
3.454639282e+02;3.462446388e-03
3.455730896e+02;2.795230364e-03
3.456822205e+02;3.017635783e-03
3.457913818e+02;2.855886472e-03
3.459005737e+02;3.159166314e-03
3.460097351e+02;2.006702591e-03
3.461189270e+02;1.481017214e-03
3.462280884e+02;1.925827819e-03
3.463372803e+02;1.036206610e-03
3.464465027e+02;1.602329197e-03
3.465556946e+02;3.826382337e-03
3.466649170e+02;3.502883716e-03
3.467741394e+02;3.482664935e-03
3.468833618e+02;4.008350428e-03
3.469925842e+02;4.352067597e-03
3.471018372e+02;3.058073111e-03
3.472110596e+02;4.432942253e-03
3.473203125e+02;3.260259749e-03
3.474295654e+02;4.230755847e-03
3.475388489e+02;3.684851574e-03
3.476481018e+02;2.451513195e-03
3.477573853e+02;1.400142559e-03
3.478666687e+02;1.683203853e-03
3.479759521e+02;2.249326557e-03
3.480852661e+02;3.664633026e-03
3.481945801e+02;2.491950523e-03
3.483038635e+02;3.320915624e-03
3.484131775e+02;2.026921138e-03
3.485225220e+02;3.401790280e-03
3.486318359e+02;3.159166314e-03
3.487411804e+02;3.179385094e-03
3.488505249e+02;4.008350428e-03
3.489598694e+02;2.047139918e-03
3.490692139e+02;1.157518593e-03
3.491785889e+02;1.400142559e-03
3.492879639e+02;2.047139918e-03
3.493973083e+02;4.392505158e-03
3.495067139e+02;3.826382337e-03
3.496160889e+02;3.624195699e-03
3.497254944e+02;1.683203853e-03
3.498348694e+02;3.705070354e-03
3.499442749e+02;3.826382337e-03
3.500537109e+02;2.936761128e-03
3.501631165e+02;4.614910111e-03
3.502725525e+02;4.392505158e-03
3.503819580e+02;4.837315530e-03
3.504914246e+02;5.342782009e-03
3.506008606e+02;3.644414246e-03
3.507102966e+02;3.806163557e-03
3.508197632e+02;3.138947766e-03
3.509292297e+02;5.848248955e-03
3.510386963e+02;3.583758371e-03
3.511481628e+02;2.593043726e-03
3.512576599e+02;2.491950523e-03
3.513671265e+02;3.502883716e-03
3.514766235e+02;3.967912868e-03
3.515861511e+02;6.737870164e-03
3.516956482e+02;4.129662178e-03
3.518051453e+02;3.846600885e-03
3.519146729e+02;4.776659422e-03
3.520242004e+02;3.927475773e-03
3.521337280e+02;4.230755847e-03
3.522432861e+02;4.756440874e-03
3.523528137e+02;5.120377056e-03
3.524623718e+02;4.635129124e-03
3.525719299e+02;3.341134405e-03
3.526814880e+02;3.583758371e-03
3.527910767e+02;3.462446388e-03
3.529006653e+02;2.916542348e-03
3.530102234e+02;3.037854331e-03
3.531198120e+02;5.848248955e-03
3.532294312e+02;4.432942253e-03
3.533390198e+02;4.250974394e-03
3.534486389e+02;4.716003779e-03
3.535582581e+02;3.442227608e-03
3.536678772e+02;3.705070354e-03
3.537774963e+02;3.846600885e-03
3.538871460e+02;3.341134405e-03
3.539967651e+02;3.988131415e-03
3.541064148e+02;6.520519382e-04
3.542160645e+02;3.017635783e-03
3.543257446e+02;3.907256760e-03
3.544353943e+02;4.554254469e-03
3.545450745e+02;4.190318286e-03
3.546547546e+02;4.635129124e-03
3.547644348e+02;4.230755847e-03
3.548741455e+02;4.756440874e-03
3.549838257e+02;3.159166314e-03
3.550935364e+02;5.706718192e-03
3.552032471e+02;4.291411489e-03
