3.216131287e+02,4.540628579e-04
3.217207947e+02,8.747387328e-04
3.218284607e+02,9.348352905e-04
3.219361267e+02,1.355511136e-03
3.220438232e+02,9.148031240e-04
3.221515198e+02,-6.477073184e-04
3.222592163e+02,4.941272200e-04
3.223669434e+02,4.540628579e-04
3.224746399e+02,2.537410182e-04
3.225823669e+02,8.747387328e-04
3.226900940e+02,8.947709575e-04
3.227978210e+02,-4.273532832e-04
3.229055786e+02,8.547065663e-04
3.230133362e+02,-8.480291581e-04
3.231210938e+02,2.537410182e-04
3.232288513e+02,3.739341337e-04
3.233366089e+02,7.745778421e-04
3.234443970e+02,5.341916112e-04
3.235521851e+02,-4.273532832e-04
3.236599731e+02,-1.288737287e-03
3.237677612e+02,1.115125022e-03
3.238755798e+02,-6.076429272e-04
3.239833984e+02,4.740950535e-04
3.240912170e+02,-6.877717096e-04
3.241990356e+02,6.143203354e-04
3.243068542e+02,4.540628579e-04
3.244147034e+02,-3.071601677e-04
3.245225525e+02,4.139984958e-04
3.246304016e+02,1.135157188e-03
3.247382812e+02,-7.879326004e-04
3.248461304e+02,1.195253688e-03
3.249540100e+02,3.138375760e-04
3.250618896e+02,7.946100086e-04
3.251697998e+02,6.744168932e-04
3.252776794e+02,8.346743998e-04
3.253855896e+02,6.944490597e-04
3.254934998e+02,1.014964073e-03
3.256014099e+02,-9.481901070e-04
3.257093201e+02,5.341916039e-05
3.258172607e+02,-3.071601677e-04
3.259252014e+02,5.141594447e-04
3.260331421e+02,1.335479010e-05
3.261410828e+02,7.345134509e-04
3.262490540e+02,-1.469026902e-04
3.263570251e+02,1.175221521e-03
3.264649963e+02,9.548675152e-04
3.265729675e+02,9.548675152e-04
3.266809387e+02,-5.675785942e-04
3.267889404e+02,5.341916039e-05
3.268969421e+02,-1.068383208e-04
3.270049438e+02,-3.472245298e-04
3.271129761e+02,3.338697425e-04
3.272209778e+02,2.136766416e-04
3.273290100e+02,7.144812844e-04
3.274370422e+02,3.539019381e-04
3.275450745e+02,6.744168932e-04
3.276531372e+02,-2.670958020e-05
3.277611694e+02,-4.674176671e-05
3.278692322e+02,6.543847267e-04
3.279772949e+02,-1.268705004e-03
3.280853882e+02,6.944490597e-04
3.281934509e+02,1.515768701e-03
3.283015442e+02,1.215285854e-03
3.284096375e+02,-5.275142030e-04
3.285177612e+02,-2.871279721e-04
3.286258545e+02,2.737731847e-04
3.287339783e+02,4.941272200e-04
3.288421021e+02,8.747387328e-04
3.289502258e+02,1.976508880e-03
3.290583496e+02,1.315446803e-03
3.291665039e+02,-1.669348712e-04
3.292746582e+02,-8.880935493e-04
3.293828125e+02,4.740950535e-04
3.294909668e+02,1.135157145e-04
3.295991516e+02,1.936444605e-04
3.297073059e+02,3.739341337e-04
3.298154907e+02,6.744168932e-04
3.299237061e+02,-1.469026902e-04
3.300318909e+02,2.477313625e-03
3.301401062e+02,-5.475463695e-04
3.302482910e+02,-5.876107607e-04
3.303565369e+02,2.136766416e-04
3.304647522e+02,1.075060572e-03
3.305729675e+02,5.742559442e-04
3.306812134e+02,-8.880935493e-04
3.307894592e+02,9.348352905e-04
3.308977051e+02,6.744168932e-04
3.310059814e+02,1.014964073e-03
3.311142273e+02,6.143203354e-04
3.312225037e+02,-2.670958056e-04
